COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,REGISTERED VOTERS - Republican Party,REGISTERED VOTERS - Democratic Party,REGISTERED VOTERS - NONPARTISAN,BALLOTS CAST TOTAL,BALLOTS CAST - Republican Party,BALLOTS CAST - Democratic Party,BALLOTS CAST - NONPARTISAN,BALLOTS CAST BLANK,"REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28","REP US Representative, District 28",REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Lieutenant Governor,REP Attorney General,REP Attorney General,REP Attorney General,REP Attorney General,REP Attorney General,REP Attorney General,REP Comptroller of Public Accounts,REP Comptroller of Public Accounts,REP Comptroller of Public Accounts,REP Comptroller of Public Accounts,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Comm General Land Office,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Commissioner of Agriculture,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,"REP Justice, Supreme Court, Pl 3","REP Justice, Supreme Court, Pl 3","REP Justice, Supreme Court, Pl 3","REP Justice, Supreme Court, Pl 5","REP Justice, Supreme Court, Pl 5","REP Justice, Supreme Court, Pl 5","REP Justice, Supreme Court, Pl 9","REP Justice, Supreme Court, Pl 9","REP Justice, Supreme Court, Pl 9","REP Justice, Supreme Court, Pl 9","REP Judge, Ct of Crim App, Pl 2","REP Judge, Ct of Crim App, Pl 2","REP Judge, Ct of Crim App, Pl 2","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 5","REP Judge, Ct of Crim App, Pl 6","REP Judge, Ct of Crim App, Pl 6","REP Judge, Ct of Crim App, Pl 6","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 24","REP State Senator, Dist 24","REP State Senator, Dist 24","REP State Senator, Dist 24","REP State Senator, Dist 24","REP Justice, 4th Ct of App Dist, Pl 6","REP Justice, 4th Ct of App Dist, Pl 6","REP Justice, 4th Ct of App Dist, Pl 6","REP Justice, 4th Ct of App Dist, Pl 7","REP Justice, 4th Ct of App Dist, Pl 7","REP Justice, 4th Ct of App Dist, Pl 7","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 81st Judicial Dist","REP Dist Judge, 218th Judicial Dist","REP Dist Judge, 218th Judicial Dist","REP Dist Judge, 218th Judicial Dist",REP County Judge,REP County Judge,REP County Judge,REP County Judge,REP County Judge,"REP Judge, County Court at Law","REP Judge, County Court at Law","REP Judge, County Court at Law",REP District Clerk,REP District Clerk,REP District Clerk,REP County Clerk,REP County Clerk,REP County Clerk,REP County Clerk,REP County Treasurer,REP County Treasurer,REP County Treasurer,REP County Commissioner Pct 2,REP County Commissioner Pct 2,REP County Commissioner Pct 2,REP County Commissioner Pct 2,REP County Commissioner Pct 4,REP County Commissioner Pct 4,REP County Commissioner Pct 4,REP County Commissioner Pct 4,REP JOP Pct 1,REP JOP Pct 1,REP JOP Pct 1,REP JOP Pct 2,REP JOP Pct 2,REP JOP Pct 2,REP JOP Pct 2,REP JOP Pct 3,REP JOP Pct 3,REP JOP Pct 3,REP JOP Pct 3,REP JOP Pct 4,REP JOP Pct 4,REP JOP Pct 4,REP JOP Pct 4,REP JOP Pct 4,REP County Chair,REP County Chair,REP County Chair,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 10,REP Proposition 10,REP Proposition 10,REP Proposition 10,"DEM US Representative, District 28","DEM US Representative, District 28","DEM US Representative, District 28","DEM US Representative, District 28","DEM US Representative, District 28",DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Comm General Land Office,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Commissioner of Agriculture,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,"DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 3","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 5","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Justice, Supreme Court, Pl 9","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 5","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM Judge, Ct of Crim App, Pl 6","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 24","DEM State Senator, Dist 24","DEM State Senator, Dist 24","DEM State Senator, Dist 24","DEM State Representative, Dist 80","DEM State Representative, Dist 80","DEM State Representative, Dist 80","DEM Justice, 4th Ct of App Dist, Pl 6","DEM Justice, 4th Ct of App Dist, Pl 6","DEM Justice, 4th Ct of App Dist, Pl 6","DEM Justice, 4th Ct of App Dist, Pl 7","DEM Justice, 4th Ct of App Dist, Pl 7","DEM Justice, 4th Ct of App Dist, Pl 7",DEM County Judge,DEM County Judge,DEM County Judge,DEM County Commissioner Pct 2,DEM County Commissioner Pct 2,DEM County Commissioner Pct 2,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 1,DEM JOP Pct 3,DEM JOP Pct 3,DEM JOP Pct 3,DEM County Chair,DEM County Chair,DEM County Chair,
ATASC,0011,Precinct 12,0,0,0,0,13,2,11,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,5,0,6,0,0,1,0,10,0,0,0,0,8,3,0,0,0,3,0,6,1,1,0,0,6,3,2,0,0,5,3,3,0,0,0,7,4,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,7,2,2,0,0,0,0,0,4,7,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,
ATASC,0011,Precinct 12,0,0,0,0,122,88,34,0,1,14,14,19,10,16,5,2,0,8,65,0,0,7,0,10,5,0,0,1,3,3,3,7,63,2,0,7,14,34,11,26,0,3,64,10,0,14,30,9,10,4,2,7,2,8,0,16,28,41,7,0,12,13,15,10,29,9,0,12,71,0,17,70,0,18,38,32,0,18,70,0,18,54,16,0,18,69,0,19,27,43,0,18,0,0,0,27,42,11,0,8,70,0,18,68,0,20,28,12,30,0,18,70,0,18,14,54,11,0,9,67,0,21,73,0,15,32,40,0,16,72,0,16,59,25,0,4,0,0,0,0,0,0,0,32,50,0,6,0,0,0,0,0,0,0,0,0,65,0,23,84,3,0,1,72,12,0,4,78,8,0,2,83,4,0,1,74,13,0,1,69,15,0,4,86,1,0,1,79,8,0,1,80,7,0,1,82,4,0,2,22,0,12,0,0,1,0,33,0,0,0,0,17,10,5,0,2,4,0,26,2,2,0,0,23,6,5,0,0,24,4,4,2,0,0,31,3,0,0,29,0,5,28,0,6,30,0,4,31,0,3,28,0,6,27,0,7,17,5,11,0,1,0,0,0,23,7,0,4,29,0,5,31,0,3,30,0,4,30,0,4,28,0,6,0,0,0,0,0,0,29,0,5,
ATASC,0011,Precinct 12,0,0,0,0,173,129,44,0,0,33,17,30,5,10,19,6,0,9,90,2,1,16,1,6,9,2,0,2,9,3,4,2,96,6,0,9,28,56,6,35,0,4,82,25,0,22,35,14,20,6,0,12,8,16,0,18,44,61,8,0,16,29,15,2,53,12,0,18,100,0,29,101,0,28,61,43,0,25,94,0,35,73,34,0,22,97,0,32,37,66,0,26,0,0,0,45,55,18,0,11,97,0,32,99,0,30,41,41,25,0,22,101,0,28,27,62,24,0,16,98,0,31,109,0,20,38,62,0,29,98,0,31,83,38,0,8,0,0,0,0,0,0,0,54,68,0,7,0,0,0,0,0,0,0,0,0,92,0,37,124,2,0,3,96,28,0,5,112,16,0,1,123,5,0,1,117,9,0,3,106,18,0,5,126,2,0,1,122,6,0,1,118,11,0,0,119,8,0,2,25,1,17,0,1,3,0,37,2,0,0,2,14,16,11,0,3,4,4,25,4,5,0,2,25,7,10,0,2,25,6,5,6,0,2,36,3,0,5,35,0,9,35,0,9,38,0,6,40,0,4,35,0,9,35,0,9,18,4,22,0,0,0,0,0,28,11,0,5,38,0,6,40,0,4,38,0,6,39,0,5,38,0,6,0,0,0,0,0,0,36,0,8,
ATASC,0011,Precinct 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATASC,0012,Precinct 13,0,0,0,0,26,10,16,0,0,4,3,0,0,2,0,0,0,1,8,0,0,1,0,1,0,0,0,0,1,0,1,0,8,0,0,0,3,6,0,1,0,0,9,1,0,0,6,1,1,0,0,0,0,1,0,1,3,7,0,0,0,3,1,1,5,0,0,0,9,0,1,9,0,1,5,3,0,2,8,0,2,8,1,0,1,8,0,2,3,5,0,2,0,0,0,0,6,4,0,0,8,0,2,8,0,2,5,0,5,0,0,9,0,1,1,8,1,0,0,9,0,1,9,0,1,3,6,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,9,0,1,10,0,0,0,8,2,0,0,10,0,0,0,10,0,0,0,10,0,0,0,8,2,0,0,10,0,0,0,10,0,0,0,7,3,0,0,10,0,0,0,3,0,13,0,0,1,0,15,0,0,0,0,5,7,3,0,1,3,0,9,2,1,0,1,8,2,5,0,1,8,4,2,1,0,1,13,2,0,1,13,0,3,13,0,3,13,0,3,14,0,2,12,0,4,13,0,3,10,2,4,0,0,0,0,0,12,2,0,2,14,0,2,15,0,1,14,0,2,15,0,1,0,0,0,0,0,0,15,0,1,13,0,3,
ATASC,0012,Precinct 13,0,0,0,0,344,281,63,0,0,83,21,42,61,31,18,7,0,18,191,0,0,25,0,24,28,9,0,4,16,7,4,17,204,14,0,19,45,131,37,54,0,14,209,28,0,44,105,24,24,18,7,23,4,32,0,44,83,146,18,0,34,50,36,27,88,31,0,49,218,0,63,209,0,72,117,97,0,67,207,0,74,130,84,0,67,208,0,73,104,120,0,57,0,0,0,50,183,33,0,15,211,0,70,202,0,79,103,31,118,0,29,213,0,68,60,119,91,0,11,222,0,59,219,0,62,50,209,0,22,230,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,54,0,36,0,0,0,0,0,208,0,73,273,4,0,4,226,43,0,12,244,32,0,5,254,17,0,10,238,27,0,16,224,35,0,22,267,4,0,10,252,16,0,13,241,31,0,9,262,10,0,9,27,2,34,0,0,4,5,50,1,2,0,1,28,19,9,0,7,15,2,30,7,4,0,5,33,13,12,0,5,29,14,7,6,0,7,52,4,0,7,52,0,11,52,0,11,50,0,13,54,0,9,51,0,12,52,0,11,24,12,22,0,5,0,0,0,39,16,0,8,50,0,13,54,0,9,53,0,10,56,0,7,0,0,0,0,0,0,55,0,8,51,0,12,
ATASC,0012,Precinct 13,0,0,0,0,245,204,41,0,0,66,16,26,47,16,16,6,0,11,139,2,0,19,4,15,19,5,0,1,16,8,11,14,135,7,0,13,42,82,16,56,0,8,146,33,0,25,65,13,27,20,1,16,10,17,0,35,51,107,19,0,27,43,39,17,56,15,0,34,164,0,40,166,0,38,93,70,0,41,156,0,48,104,56,0,44,161,0,43,83,80,0,41,0,0,0,25,132,22,0,25,161,0,43,155,0,49,67,53,58,0,26,164,0,40,51,70,75,0,8,172,0,32,169,0,35,31,149,0,24,179,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,45,0,29,0,0,0,0,0,165,0,39,192,6,0,6,166,27,0,11,186,14,0,4,179,19,0,6,170,20,0,14,155,37,0,12,192,3,0,9,185,12,0,7,184,14,0,6,179,17,0,8,20,1,20,0,0,3,0,36,0,1,0,1,11,9,14,0,7,5,1,24,5,0,0,6,22,6,6,0,7,19,6,6,2,0,8,34,2,0,5,33,0,8,30,0,11,31,0,10,33,0,8,33,0,8,32,0,9,17,4,13,0,7,0,0,0,25,7,0,9,30,0,11,28,0,13,31,0,10,30,0,11,0,0,0,0,0,0,34,0,7,32,0,9,
ATASC,0012,Precinct 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATASC,0013,Precinct 14,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,2,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,1,0,1,2,0,0,0,0,1,0,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATASC,0013,Precinct 14,0,0,0,0,53,48,5,0,0,15,2,10,9,5,3,0,0,4,27,0,0,6,2,9,1,2,0,1,2,6,2,3,26,3,0,6,5,25,7,9,0,2,33,6,0,9,18,2,10,1,1,4,0,6,0,6,13,22,7,0,6,8,6,3,17,8,0,6,39,0,9,37,0,11,24,16,0,8,38,0,10,24,16,0,8,35,0,13,14,27,0,7,37,0,11,0,0,0,0,0,38,0,10,36,0,12,17,2,27,0,2,39,0,9,7,24,16,0,1,41,0,7,39,0,9,5,41,0,2,43,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,7,0,0,0,0,0,41,0,7,45,1,0,2,33,13,0,2,41,6,0,1,43,4,0,1,41,6,0,1,39,8,0,1,47,0,0,1,44,3,0,1,45,1,0,2,46,1,0,1,2,0,3,0,0,1,0,4,0,0,0,0,1,4,0,0,0,0,1,2,2,0,0,0,4,0,1,0,0,4,0,1,0,0,0,4,1,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,2,1,2,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,3,0,2,0,0,0,0,0,0,5,0,0,5,0,0,
ATASC,0013,Precinct 14,0,0,0,0,19,17,2,0,0,2,1,8,3,0,0,0,0,3,11,0,0,5,0,0,0,1,0,0,0,0,0,1,11,1,0,4,2,7,1,5,0,2,12,1,0,4,4,0,2,0,0,3,1,2,0,5,4,6,2,0,5,5,2,0,4,1,0,5,13,0,4,13,0,4,7,5,0,5,13,0,4,4,8,0,5,13,0,4,5,8,0,4,13,0,4,0,0,0,0,0,13,0,4,13,0,4,5,1,7,0,4,12,0,5,0,8,9,0,0,14,0,3,13,0,4,2,14,0,1,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,3,0,0,0,0,0,13,0,4,17,0,0,0,14,2,0,1,17,0,0,0,16,1,0,0,13,4,0,0,15,2,0,0,17,0,0,0,17,0,0,0,15,2,0,0,16,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,2,0,0,1,0,1,2,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,
ATASC,0013,Precinct 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATASC,0014,Precinct 15,0,0,0,0,29,9,20,0,0,1,1,1,4,1,0,1,0,0,7,0,0,0,0,1,0,1,0,0,0,1,1,1,5,1,0,0,0,1,2,6,0,0,8,0,0,1,4,1,0,1,0,1,0,1,0,1,8,1,0,0,0,1,1,0,6,1,0,0,9,0,0,9,0,0,4,3,0,2,8,0,1,6,1,0,2,8,0,1,4,4,0,1,0,0,0,1,7,1,0,0,8,0,1,8,0,1,1,2,6,0,0,9,0,0,1,6,2,0,0,8,0,1,8,0,1,1,7,0,1,8,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,8,0,0,1,8,0,0,1,2,6,0,1,8,0,0,1,5,2,0,2,7,1,0,1,8,0,0,1,8,0,0,1,7,0,0,2,6,2,0,1,4,0,16,0,0,0,0,19,0,0,0,1,9,4,6,0,1,3,0,11,2,1,1,2,7,4,5,0,4,11,4,1,1,0,3,17,0,0,3,16,0,4,16,0,4,16,0,4,15,0,5,15,0,5,16,0,4,8,5,5,0,2,0,0,0,8,8,0,4,15,0,5,16,0,4,16,0,4,17,0,3,0,0,0,15,0,5,0,0,0,16,0,4,
ATASC,0014,Precinct 15,0,0,0,0,203,162,41,0,0,54,19,22,26,7,14,9,0,11,97,5,1,25,4,15,5,9,0,1,9,2,10,16,105,13,0,7,27,67,26,40,0,2,125,18,0,19,58,15,14,12,3,15,7,13,0,25,44,89,11,0,18,34,20,18,39,28,0,23,123,0,39,122,0,40,60,72,0,30,117,0,45,74,54,0,34,119,0,43,44,83,0,35,0,0,0,26,96,27,0,13,122,0,40,113,0,49,52,32,60,0,18,114,0,48,21,69,69,0,3,116,0,46,116,0,46,42,105,0,15,129,0,33,0,0,0,0,0,0,0,0,121,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,144,13,0,5,139,17,0,6,139,22,0,1,141,18,0,3,126,29,0,7,122,33,0,7,152,7,0,3,148,11,0,3,150,10,0,2,149,11,0,2,20,0,20,0,1,3,0,37,0,1,0,0,21,14,4,0,2,12,1,20,2,4,0,2,22,11,8,0,0,27,8,0,3,0,3,34,5,0,2,35,0,6,35,0,6,33,0,8,38,0,3,38,0,3,35,0,6,20,7,14,0,0,0,0,0,28,10,0,3,33,0,8,36,0,5,39,0,2,40,0,1,0,0,0,35,0,6,0,0,0,35,0,6,
ATASC,0014,Precinct 15,0,0,0,0,220,170,50,0,0,53,15,27,15,14,16,8,0,22,101,1,3,13,4,22,12,5,0,9,9,5,5,13,105,10,0,23,19,67,31,41,0,12,113,21,0,36,40,12,17,12,2,18,8,16,0,45,45,87,13,0,25,29,19,18,45,17,0,42,119,0,51,118,0,52,64,56,0,50,118,0,52,76,43,0,51,114,0,56,49,69,0,52,0,0,0,26,106,23,0,15,114,0,56,114,0,56,49,39,46,0,36,118,0,52,26,66,64,0,14,114,0,56,121,0,49,30,105,0,35,131,0,39,0,0,0,0,0,0,0,0,121,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,56,153,14,0,3,134,26,0,10,154,15,0,1,147,20,0,3,133,27,0,10,123,35,0,12,164,5,0,1,145,19,0,6,151,16,0,3,145,18,0,7,21,5,21,0,3,2,0,43,1,4,0,0,20,12,12,0,6,7,1,29,4,2,0,7,35,4,3,0,8,28,7,0,4,0,11,36,6,0,8,39,0,11,38,0,12,39,0,11,41,0,9,36,0,14,35,0,15,21,4,20,0,5,0,0,0,27,10,0,13,38,0,12,39,0,11,37,0,13,44,0,6,0,0,0,34,0,16,0,0,0,37,0,13,
ATASC,0014,Precinct 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
