political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,34,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Justice, Supreme Court, Place 8",Brett Busby ,REP,34,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,0,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,33,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,0,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,33,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,33,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Member, State Board of Education, District 15",Jay Johnson ,REP,32,2,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Member, State Board of Education, District 15",John Betancourt ,DEM,1,1,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"State Representative, District 72",Drew Darby ,REP,33,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,31,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,32,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,30,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,County Attorney,Joshua Hamby ,REP,31,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,Sheriff,Stan Parker ,REP,33,3,,,,,,
Howard County,11/3/2020,2020 General Election,0,0,Precinct 408,65,County Tax Assessor-Collector,Tiffany Sayles ,REP,31,3,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,President/Vice-President,Donald J. Trump/Michael R. Pence ,REP,281,52,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,President/Vice-President,Joseph R. Biden/Kamala D. Harris ,DEM,18,5,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,President/Vice-President,"Jo Jorgensen/Jeremy ""Spike"" Cohen ",LIB,2,1,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,President/Vice-President,Howie Hawkins/Angela Walker ,GRE,1,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,U.S. Senator,John Cornyn ,REP,276,50,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,U.S. Senator,"Mary ""MJ"" Hegar ",DEM,19,6,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,U.S. Senator,Kerry Douglas McKennon ,LIB,6,2,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,U.S. Senator,David B. Collins ,GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,U.S. Representative District 19,Jodey C. Arrington ,REP,277,49,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,U.S. Representative District 19,Tom Watson ,DEM,18,6,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,U.S. Representative District 19,Joe Burnes ,LIB,5,2,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,Railroad Commissioner,"James ""Jim"" Wright ",REP,272,50,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,Railroad Commissioner,Chrysta Castañeda ,DEM,21,6,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,Railroad Commissioner,Matt Sterett ,LIB,5,1,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,Railroad Commissioner,"Katija ""Kat"" Gruene ",GRE,0,0,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"Chief Justice, Supreme Court",Nathan Hecht ,REP,271,49,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,"Chief Justice, Supreme Court",Amy Clark Meachum ,DEM,21,7,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,"Chief Justice, Supreme Court",Mark Ash ,LIB,6,1,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"Justice, Supreme Court, Place 6 (Unexpired Term)",Jane Bland ,REP,275,51,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,"Justice, Supreme Court, Place 6 (Unexpired Term)",Kathy Cheng ,DEM,22,5,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"Justice, Supreme Court, Place 7",Jeff Boyd ,REP,274,50,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,"Justice, Supreme Court, Place 7",Staci Williams ,DEM,19,5,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,"Justice, Supreme Court, Place 7",William Bryan Strange III ,LIB,5,1,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"Justice, Supreme Court, Place 8",Brett Busby ,REP,274,49,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,"Justice, Supreme Court, Place 8",Gisela D. Triana ,DEM,19,5,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,"Justice, Supreme Court, Place 8",Tom Oxford ,LIB,4,1,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson ,REP,275,50,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell ,DEM,23,5,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary ,REP,276,51,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton ,DEM,20,5,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"Judge, Court of Criminal Appeals, Place 9",David Newell ,REP,279,50,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham ,DEM,20,5,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"Member, State Board of Education, District 15",Jay Johnson ,REP,275,48,,,,,,
Howard County,11/3/2020,2020 General Election,1,0,Precinct 409,563,"Member, State Board of Education, District 15",John Betancourt ,DEM,22,6,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"State Representative, District 72",Drew Darby ,REP,276,53,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams ,REP,276,51,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"Justice, 11th Court of Appeals District, Place 3 (Unexpired term)",W. Stacy Trotter ,REP,277,50,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,"District Attorney, 118th Judicial District",Hardy L. Wilkerson ,REP,268,51,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,County Attorney,Joshua Hamby ,REP,271,51,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,Sheriff,Stan Parker ,REP,270,52,,,,,,
Howard County,11/3/2020,2020 General Election,1,1,Precinct 409,563,County Tax Assessor-Collector,Tiffany Sayles ,REP,275,52,,,,,,
