political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,election_votes,early_votes
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Marianne Williamson,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Pete Buttigieg,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Tom Steyer,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Bernie Sanders,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Deval Patrick,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,John K. Delaney,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Elizabeth Warren,DEM,5,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Amy Klobuchar,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,"Annie ""Mamá"" Garcia",DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Michael Cooper,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,"Mary ""MJ"" Hegar",DEM,5,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Adrian Ocegueda,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Amanda K. Edwards,DEM,4,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Jack Daniel Foster Jr,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Sema Hernandez,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,D.R. Hunter,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Cristina Tzintzun Ramirez,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Victor Hugo Harris,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Chris Bell,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Royce West,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,10,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,1,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Railroad Commissioner,Kelly Stone,DEM,4,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Railroad Commissioner,Mark Watson,DEM,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Railroad Commissioner,Chrysta Castañeda,DEM,4,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,10,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,4,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,5,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, Supreme Court, Place 7",Staci Williams,DEM,4,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,5,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,5,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,5,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,6,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,5,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,4,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,10,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Member, State Board of Education, District 14",Greg Alvord,DEM,11,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,County Chair,Carla Schoonover-Porter,DEM,12,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Donald J. Trump,REP,130,53
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Zoltan G. Istvan,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Bob Ely,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Bill Weld,REP,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,"Roque ""Rocky"" De La Fuente Guerra",REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Matthew John Matern,REP,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Joe Walsh,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,President,Uncommitted,REP,4,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Dwayne Stovall,REP,25,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Mark Yancey,REP,7,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,Virgil Bierschwale,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,John Cornyn,REP,84,45
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,United States Senator,John Anthony Castro,REP,4,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"United States Representative,
District No. 11",J.D. Faircloth,REP,19,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"United States Representative,
District No. 11",Wesley W. Virdell,REP,5,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"United States Representative,
District No. 11",Robert Tucker,REP,6,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"United States Representative,
District No. 11",Ned Luscombe,REP,7,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"United States Representative,
District No. 11",Jamie Berryhill,REP,13,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"United States Representative,
District No. 11",Casey Gray,REP,4,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"United States Representative,
District No. 11",Brandon Batch,REP,30,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"United States Representative,
District No. 11",Gene Barber,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"United States Representative,
District No. 11",J. Ross Lacy,REP,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"United States Representative,
District No. 11",August Pfluger,REP,32,22
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Railroad Commissioner,"James ""Jim"" Wright",REP,72,32
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Railroad Commissioner,Ryan Sitton,REP,44,20
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,106,53
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Jane Bland,REP,99,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,100,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, Supreme Court, Place 8",Brett Busby,REP,97,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Judge, Court of Criminal Appeals, Place 3",Bert Richardson,REP,70,30
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Judge, Court of Criminal Appeals, Place 3",Gina Parker,REP,33,21
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Judge, Court of Criminal Appeals, Place 4",Kevin Patrick Yeary,REP,99,52
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Judge, Court of Criminal Appeals, Place 9",David Newell,REP,96,52
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Member, State Board of Education, District 14",Sue Melton-Malone,REP,80,32
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Member, State Board of Education, District 14",Maria Y. Berry,REP,26,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"State Representative, District 60",Jon Francis,REP,25,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"State Representative, District 60",Glenn Rogers,REP,107,45
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"State Representative, District 60",Kellye Sorelle,REP,1,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"State Representative, District 60",Christopher M. Perricone,REP,2,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, 11th Court of Appeals District, Place 2",Frank Hunold,REP,32,17
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, 11th Court of Appeals District, Place 2",Bruce Williams,REP,64,30
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Justice, 11th Court of Appeals District, Place 3",W. Stacy Trotter,REP,93,50
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"District Judge, 29th Judicial District",Michael Moore,REP,103,54
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"District Attorney, 29th Judicial District",Kriste Burnett,REP,75,33
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"District Attorney, 29th Judicial District",Kristina Massey,REP,38,18
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,County Attorney,Cynthia Dillard Ince,REP,51,26
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,County Attorney,Maegan Kostiha,REP,64,25
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"District Clerk, Unexpired Term",Stacie L. Frye,REP,45,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"District Clerk, Unexpired Term",Sherry Roberson,REP,35,18
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"District Clerk, Unexpired Term",Jonna Banks,REP,37,23
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Sheriff,Brett McGuire,REP,118,55
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,County Tax Assessor-Collector,Stacy Choate,REP,89,44
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,County Tax Assessor-Collector,Stephanie Dunn,REP,40,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,"Constable, Precinct No. 2",Marc Moon,REP,123,56
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,County Chairman,Barbara Upham,REP,113,53
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #1,Yes,DEM,8,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #1,No,DEM,5,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #2,Yes,DEM,8,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #2,No,DEM,5,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #3,Yes,DEM,9,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #3,No,DEM,4,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #4,Yes,DEM,9,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #4,No,DEM,4,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #5,Yes,DEM,9,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #5,No,DEM,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #6,Yes,DEM,8,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #6,No,DEM,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #7,Yes,DEM,7,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #7,No,DEM,6,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #8,Yes,DEM,8,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #8,No,DEM,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #9,Yes,DEM,8,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #9,No,DEM,4,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #10,Yes,DEM,7,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #10,No,DEM,5,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #11,Yes,DEM,8,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition #11,No,DEM,4,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 1,Yes,REP,113,51
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 1,No,REP,18,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 2,Yes,REP,116,48
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 2,No,REP,16,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 3,Yes,REP,112,52
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 3,No,REP,20,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 4,Yes,REP,128,53
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 4,No,REP,6,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 5,Yes,REP,127,48
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 5,No,REP,5,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 6,Yes,REP,122,53
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 6,No,REP,10,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 7,Yes,REP,131,57
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 7,No,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 8,Yes,REP,132,55
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 8,No,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 9,Yes,REP,128,56
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 9,No,REP,5,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 10,Yes,REP,114,47
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,7,0,Proposition 10,No,REP,17,11
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Robby Wells,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Andrew Yang,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,"Roque ""Rocky"" De La Fuente",DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Michael Bennet,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Michael R. Bloomberg,DEM,4,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Tulsi Gabbard,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Julián Castro,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Cory Booker,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Joseph R. Biden,DEM,17,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Marianne Williamson,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Pete Buttigieg,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Tom Steyer,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Bernie Sanders,DEM,4,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Deval Patrick,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,John K. Delaney,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Elizabeth Warren,DEM,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Amy Klobuchar,DEM,1,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,"Annie ""Mamá"" Garcia",DEM,1,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Michael Cooper,DEM,2,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,"Mary ""MJ"" Hegar",DEM,6,8
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Adrian Ocegueda,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Amanda K. Edwards,DEM,7,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Jack Daniel Foster Jr,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Sema Hernandez,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,D.R. Hunter,DEM,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Cristina Tzintzun Ramirez,DEM,2,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Victor Hugo Harris,DEM,0,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Chris Bell,DEM,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Royce West,DEM,3,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"United States Representative,
District No. 11",Jon Mark Hogg,DEM,24,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",DEM,5,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,Railroad Commissioner,Kelly Stone,DEM,7,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,Railroad Commissioner,Mark Watson,DEM,7,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,Railroad Commissioner,Chrysta Castañeda,DEM,4,4
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,19,18
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Chief Justice, Supreme Court",Jerry Zimmerer,DEM,7,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,DEM,13,16
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,DEM,13,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Justice, Supreme Court, Place 7",Staci Williams,DEM,17,10
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Justice, Supreme Court, Place 7",Brandy Voss,DEM,9,9
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Justice, Supreme Court, Place 8",Gisela D. Triana,DEM,16,12
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Justice, Supreme Court, Place 8",Peter Kelly,DEM,10,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,DEM,9,6
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,DEM,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,DEM,14,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,DEM,17,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,DEM,7,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,DEM,23,18
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"Member, State Board of Education, District 14",Greg Alvord,DEM,26,18
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,County Chair,Carla Schoonover-Porter,DEM,25,18
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Donald J. Trump,REP,344,190
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Zoltan G. Istvan,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Bob Ely,REP,1,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Bill Weld,REP,2,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,"Roque ""Rocky"" De La Fuente Guerra",REP,2,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Matthew John Matern,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Joe Walsh,REP,0,0
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,President,Uncommitted,REP,14,2
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Dwayne Stovall,REP,76,25
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Mark Yancey,REP,31,12
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,Virgil Bierschwale,REP,4,3
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,John Cornyn,REP,195,137
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,United States Senator,John Anthony Castro,REP,13,1
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"United States Representative,
District No. 11",J.D. Faircloth,REP,61,33
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"United States Representative,
District No. 11",Wesley W. Virdell,REP,9,7
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"United States Representative,
District No. 11",Robert Tucker,REP,29,13
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"United States Representative,
District No. 11",Ned Luscombe,REP,11,5
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"United States Representative,
District No. 11",Jamie Berryhill,REP,22,14
Palo Pinto County,3/3/2020,March 3rd Primary,0,0,8,0,"United States Representative,
District No. 11",Casey Gray,REP,23,15
