political_subdivision,election_date,election_name,total Prov ballots,total prov ballots counted,precinct_number,reg_voters,reg_voters,race_name,candidate_name,party  code,early_votes,election_votes
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Justice, Supreme Court, Place 8",Peter Kelly,,28,29
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Justice, Supreme Court, Place 8",Gisela D. Triana,,53,107
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,25,15
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,45,111
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,8,10
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,21,28
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,57,103
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,76,114
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"State Senator, District 21",Judith Zaffirini,,88,130
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,78,124
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,78,121
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,County Chairman,Jennifer Hay,,84,126
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #1,Yes,,91,146
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #1,No,,7,20
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #2,Yes,,92,149
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #2,No,,5,16
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #3,Yes,,93,161
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #3,No,,3,7
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #4,Yes,,92,149
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #4,No,,4,14
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #5,Yes,,93,157
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #5,No,,3,10
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #6,Yes,,93,156
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #6,No,,4,8
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #7,Yes,,91,150
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #7,No,,5,15
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #8,Yes,,93,156
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #8,No,,3,10
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #9,Yes,,95,155
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #9,No,,2,10
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #10,Yes,,91,153
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #10,No,,4,10
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #11,Yes,,88,144
San Patricio County,3/3/2020,Democratic Primary Election,,,116,3982,3982,Proposition #11,No,,6,17
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Joseph R. Biden,,12,9
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Cory Booker,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Tulsi Gabbard,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Julián Castro,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Andrew Yang,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Amy Klobuchar,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Bernie Sanders,,5,7
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Deval Patrick,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Tom Steyer,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Pete Buttigieg,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,"Roque ""Rocky"" De La Fuente",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Michael R. Bloomberg,,5,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,Elizabeth Warren,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,Adrian Ocegueda,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,"Mary ""MJ"" Hegar",,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,Amanda K. Edwards,,4,2
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,Jack Daniel Foster Jr,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,D.R. Hunter,,3,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,Michael Cooper,,2,2
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,Royce West,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,Cristina Tzintzun Ramirez,,6,8
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,Chris Bell,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,Victor Hugo Harris,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,Sema Hernandez,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,United States Senator,"Annie ""Mamá"" Garcia",,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"United States Representative,
District No. 34",Diego Zavala,,3,3
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"United States Representative,
District No. 34",Filemon B. Vela,,15,12
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"United States Representative,
District No. 34",Osbert Rodriguez Haro III,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Railroad Commissioner,Kelly Stone,,5,0
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Railroad Commissioner,Chrysta Castañeda,,6,3
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Railroad Commissioner,Mark Watson,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,6,10
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Chief Justice, Supreme Court",Amy Clark Meachum,,18,13
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Chief Justice, Supreme Court",Jerry Zimmerer,,2,2
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,6,6
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,12,10
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Justice, Supreme Court, Place 7",Brandy Voss,,7,5
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Justice, Supreme Court, Place 7",Staci Williams,,12,10
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Justice, Supreme Court, Place 8",Peter Kelly,,6,5
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Justice, Supreme Court, Place 8",Gisela D. Triana,,12,11
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,6,4
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,12,9
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,1,2
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,4,5
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,14,10
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,16,14
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"State Senator, District 21",Judith Zaffirini,,18,15
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,18,15
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,17,15
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"County Commissioner, Precinct 3",Gilberto Garza,,15,11
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"County Commissioner, Precinct 3",Alma Villarreal Moreno,,6,5
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,"Constable, Precinct No. 1",Joe Gaitan,,18,14
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,County Chairman,Jennifer Hay,,14,14
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #1,Yes,,18,15
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #1,No,,0,3
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #2,Yes,,19,17
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #2,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #3,Yes,,17,17
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #3,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #4,Yes,,17,17
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #4,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #5,Yes,,19,17
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #5,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #6,Yes,,19,16
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #6,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #7,Yes,,16,15
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #7,No,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #8,Yes,,20,16
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #8,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #9,Yes,,21,16
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #9,No,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #10,Yes,,21,16
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #10,No,,0,2
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #11,Yes,,20,13
San Patricio County,3/3/2020,Democratic Primary Election,,,117,535,535,Proposition #11,No,,0,3
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Joseph R. Biden,,50,95
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Cory Booker,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Tulsi Gabbard,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Julián Castro,,5,1
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Andrew Yang,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Amy Klobuchar,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Bernie Sanders,,49,45
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Deval Patrick,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Michael Bennet,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Tom Steyer,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Pete Buttigieg,,4,0
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,"Roque ""Rocky"" De La Fuente",,2,4
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Michael R. Bloomberg,,52,22
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,Elizabeth Warren,,3,8
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,President,John K. Delaney,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,Adrian Ocegueda,,8,12
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,"Mary ""MJ"" Hegar",,9,7
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,Amanda K. Edwards,,5,16
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,Jack Daniel Foster Jr,,2,3
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,D.R. Hunter,,11,7
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,Michael Cooper,,6,9
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,Royce West,,7,6
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,Cristina Tzintzun Ramirez,,44,61
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,Chris Bell,,3,3
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,Victor Hugo Harris,,2,2
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,Sema Hernandez,,16,4
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,United States Senator,"Annie ""Mamá"" Garcia",,13,5
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,"United States Representative,
District No. 34",Diego Zavala,,30,32
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,"United States Representative,
District No. 34",Filemon B. Vela,,103,107
San Patricio County,3/3/2020,Democratic Primary Election,,,118,2301,2301,"United States Representative,
District No. 34",Osbert Rodriguez Haro III,,17,9
