COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,REGISTERED VOTERS - Republican Party,REGISTERED VOTERS - Democratic Party,REGISTERED VOTERS - NONPARTISAN,BALLOTS CAST TOTAL,BALLOTS CAST - Republican Party,BALLOTS CAST - Democratic Party,BALLOTS CAST - NONPARTISAN,BALLOTS CAST BLANK,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,"REP US Representative, Dist 28","REP US Representative, Dist 28","REP US Representative, Dist 28",REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,"REP Chief Justice, Supreme Court","REP Chief Justice, Supreme Court","REP Chief Justice, Supreme Court","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 8","REP Justice, Supreme Court, Pl 8","REP Justice, Supreme Court, Pl 8","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 9","REP Judge, Ct of Crim App, Pl 9","REP Judge, Ct of Crim App, Pl 9","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 21","REP State Senator, Dist 21","REP State Senator, Dist 21","REP State Representative, Dist 31","REP State Representative, Dist 31","REP State Representative, Dist 31","REP Chief Justice, 4th Ct of App Dist","REP Chief Justice, 4th Ct of App Dist","REP Chief Justice, 4th Ct of App Dist","REP Dist Attorney, 81st Judicial Dist","REP Dist Attorney, 81st Judicial Dist","REP Dist Attorney, 81st Judicial Dist",REP County Attorney,REP County Attorney,REP County Attorney,REP Sheriff,REP Sheriff,REP Sheriff,REP Sheriff,REP County Tax Assessor-Collector,REP County Tax Assessor-Collector,REP County Tax Assessor-Collector,REP County Commissioner,REP County Commissioner,REP County Commissioner,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP County Chair,REP County Chair,REP County Chair,REP County Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 10,REP Proposition 10,REP Proposition 10,REP Proposition 10,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,"DEM US Representative, Dist 28","DEM US Representative, Dist 28","DEM US Representative, Dist 28","DEM US Representative, Dist 28",DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,"DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 9","DEM Judge, Ct of Crim App, Pl 9","DEM Judge, Ct of Crim App, Pl 9","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 21","DEM State Senator, Dist 21","DEM State Senator, Dist 21","DEM State Representative, Dist 31","DEM State Representative, Dist 31","DEM State Representative, Dist 31","DEM Chief Justice, 4th Ct of App Dist","DEM Chief Justice, 4th Ct of App Dist","DEM Chief Justice, 4th Ct of App Dist",DEM Sheriff,DEM Sheriff,DEM Sheriff,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM Constable,DEM Constable,DEM Constable,DEM Constable,DEM County Chair,DEM County Chair,DEM County Chair,DEM Proposition #1,DEM Proposition #1,DEM Proposition #1,DEM Proposition #1,DEM Proposition #2,DEM Proposition #2,DEM Proposition #2,DEM Proposition #2,DEM Proposition #3,DEM Proposition #3,DEM Proposition #3,DEM Proposition #3,DEM Proposition #4,DEM Proposition #4,DEM Proposition #4,DEM Proposition #4,DEM Proposition #5,DEM Proposition #5,DEM Proposition #5,DEM Proposition #5,DEM Proposition #6,DEM Proposition #6,DEM Proposition #6,DEM Proposition #6,DEM Proposition #7,DEM Proposition #7,DEM Proposition #7,DEM Proposition #7,DEM Proposition #8,DEM Proposition #8,DEM Proposition #8,DEM Proposition #8,DEM Proposition #9,DEM Proposition #9,DEM Proposition #9,DEM Proposition #9,DEM Proposition #10,DEM Proposition #10,DEM Proposition #10,DEM Proposition #10,DEM Proposition #11,DEM Proposition #11,DEM Proposition #11,DEM Proposition #11
ATASC,9,VB #9,0,0,0,0,25,19,6,0,0,0,19,0,0,0,0,0,0,0,0,2,1,13,1,1,0,1,19,0,0,16,2,0,1,19,0,0,19,0,0,19,0,0,18,0,1,13,5,0,1,19,0,0,19,0,0,19,0,0,0,0,0,19,0,0,19,0,0,19,0,0,19,0,0,19,0,0,15,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,2,0,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,17,2,0,0,18,1,0,0,18,1,0,0,14,5,0,0,18,1,0,0,18,1,0,0,19,0,0,0,19,0,0,0,17,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,2,4,0,0,3,1,2,0,0,0,4,2,0,0,1,5,0,0,3,3,0,0,3,3,0,0,3,2,1,0,0,5,1,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,0,0,5,1,0,0,5,1,0,0,5,1,0,0,5,1,0,0,5,1,0,0,5,1,0,0,5,1,0,0,5,1,0,0,5,1,0,0,4,2,0,0
ATASC,9,VB #9,0,0,0,0,12,12,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,11,0,0,0,0,11,0,1,11,1,0,0,11,0,1,11,0,1,11,0,1,11,0,1,6,6,0,0,11,0,1,11,0,1,11,0,1,0,0,0,11,0,1,11,0,1,11,0,1,12,0,0,11,0,1,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,11,0,0,1,11,0,0,1,11,0,0,1,8,3,0,1,10,1,0,1,10,1,0,1,11,0,0,1,10,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,9,VB #9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,9,VB #9,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0
ATASC,9,VB #9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,10,VB #10,0,0,0,0,218,131,87,0,0,0,123,2,0,1,0,0,5,0,0,18,10,90,11,0,0,2,126,0,5,92,37,0,2,122,0,9,123,0,8,125,0,6,123,0,8,60,68,0,3,122,0,9,126,0,5,124,0,7,128,0,3,0,0,0,122,0,9,122,0,9,125,0,6,126,0,5,100,28,0,3,125,0,6,0,0,0,0,0,0,0,0,125,0,6,0,0,0,0,0,0,0,0,74,51,0,6,0,0,0,0,0,0,0,0,0,0,0,0,105,25,0,1,101,28,0,2,114,15,0,2,119,10,0,2,118,11,0,2,114,13,0,4,122,7,0,2,125,4,0,2,117,11,0,3,115,14,0,2,2,1,18,0,26,0,0,0,2,0,0,8,0,2,1,1,25,0,1,6,7,5,1,6,4,1,12,22,3,1,10,0,9,35,46,0,6,47,13,4,17,0,6,54,25,0,8,34,47,0,6,37,44,0,6,31,48,0,8,41,25,15,0,6,55,23,0,9,74,0,13,76,0,11,30,22,29,0,6,0,0,0,80,0,7,78,0,9,81,0,6,0,0,0,0,0,0,0,0,0,0,79,0,8,80,7,0,0,79,8,0,0,83,2,0,2,78,8,0,1,83,4,0,0,80,2,0,5,78,8,0,1,81,6,0,0,82,3,0,2,77,9,0,1,77,8,0,2
ATASC,10,VB #10,0,0,0,0,95,57,38,0,0,0,54,0,0,0,0,0,3,0,0,5,1,45,4,1,0,1,55,0,2,33,23,0,1,56,0,1,56,0,1,55,0,2,55,0,2,20,35,0,2,55,0,2,54,0,3,54,0,3,54,0,3,0,0,0,56,0,1,54,0,3,56,0,1,57,0,0,47,10,0,0,57,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,31,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,1,50,7,0,0,52,5,0,0,54,3,0,0,56,1,0,0,54,3,0,0,56,1,0,0,57,0,0,0,52,5,0,0,53,2,0,2,1,0,5,2,10,0,0,0,0,0,1,3,0,0,0,0,15,0,1,6,0,4,1,0,2,2,0,9,2,1,5,0,6,17,20,0,1,21,2,10,4,0,1,28,6,0,4,9,24,0,5,6,27,0,5,9,24,0,5,25,6,2,0,5,28,6,0,4,32,0,6,36,0,2,12,7,15,0,4,0,0,0,34,0,4,35,0,3,33,0,5,0,0,0,0,0,0,0,0,0,0,33,0,5,37,1,0,0,35,3,0,0,37,1,0,0,37,1,0,0,37,1,0,0,37,1,0,0,37,1,0,0,37,1,0,0,36,1,0,1,35,2,0,1,32,4,0,2
ATASC,10,VB #10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,10,VB #10,0,0,0,0,7,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,2,4,0,0,2,1,0,1,0,2,3,1,0,2,1,3,0,2,1,2,0,3,0,4,0,2,3,1,0,0,2,3,1,0,2,3,0,3,4,0,2,2,1,1,0,2,0,0,0,6,0,0,3,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,5,1,0,0,5,1,0,0,6,0,0,0,5,1,0,0,5,0,0,1,5,0,0,1,5,1,0,0,5,0,0,1,5,0,0,1,6,0,0,0,5,1,0,0
ATASC,10,VB #10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,11,VB #11,0,0,0,0,21,18,3,0,0,0,17,0,0,0,0,0,1,0,0,0,1,17,0,0,0,0,15,0,3,14,4,0,0,16,0,2,15,0,3,15,0,3,14,0,4,7,10,0,1,16,0,2,14,0,4,15,0,3,0,0,0,14,0,4,15,0,3,16,0,2,15,0,3,16,0,2,18,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,1,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,12,5,0,1,16,2,0,0,16,1,0,1,16,1,0,1,15,3,0,0,16,2,0,0,16,2,0,0,16,1,0,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,1,2,0,0,2,1,0,0,2,1,0,0,2,1,0,0,2,1,0,0,0,1,2,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,1,0,0,3,0,0,0,2,1,0,0,2,1,0,0,3,0,0,0,2,1,0,0,2,1,0,0,3,0,0,0,2,1,0,0,3,0,0,0
ATASC,11,VB #11,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,2,0,0,1,1,0,2,2,0,1,2,0,1,2,0,1,1,0,0,2,2,0,1,2,0,1,1,0,2,0,0,0,1,0,2,1,0,2,2,0,1,1,0,2,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,11,VB #11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,11,VB #11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,2,1,0,0,0,3,0,0,0,3,0,0,1,2,0,0,1,0,2,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0
ATASC,11,VB #11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,12,VB #12,0,0,0,0,165,106,59,0,0,0,97,1,0,0,1,1,4,0,2,5,21,72,6,0,0,2,102,0,4,58,44,0,4,101,0,5,103,0,3,101,0,5,103,0,3,57,44,0,5,102,0,4,103,0,3,102,0,4,102,0,4,0,0,0,101,0,5,102,0,4,102,0,4,103,0,3,78,26,0,2,103,0,3,0,0,0,0,0,0,0,0,103,0,3,0,0,0,0,0,0,0,0,63,42,0,1,0,0,0,0,63,42,0,1,0,0,0,0,91,14,0,1,86,19,0,1,94,11,0,1,101,4,0,1,99,6,0,1,99,6,0,1,101,4,0,1,104,1,0,1,100,5,0,1,96,10,0,0,0,0,4,1,19,0,0,0,2,0,0,6,0,2,0,0,24,0,1,13,0,3,1,4,5,2,8,11,1,2,7,0,2,37,22,0,0,26,1,11,20,0,1,43,15,0,1,21,37,0,1,17,39,0,3,21,37,0,1,34,14,8,0,3,37,19,0,3,52,0,7,56,0,3,23,11,24,0,1,0,0,0,55,0,4,55,0,4,54,0,5,0,0,0,0,0,0,0,0,0,0,51,0,8,53,6,0,0,54,5,0,0,55,3,0,1,54,5,0,0,57,1,0,1,57,2,0,0,53,5,0,1,53,6,0,0,55,2,0,2,54,4,0,1,53,5,0,1
