Political_subdivision,election_date,election_name,total prov ballots,total prov ballots counted,precinct_number,reg_voters,race_name,candidate_name,Party_code,early_votes,election_votes
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, Supreme Court, Place 4",John Devine,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, Supreme Court, Place 6",Jeff Brown,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"State Representative, District No. 43",J.M. Lozano,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"District Judge, 36th Judicial District",Starr Bauer,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,County Judge,David R. Krebs,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Judge, County Court-at-Law",Elizabeth Welborn,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,District Clerk,Heather Marks,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,County Clerk,Gracie Alaniz-Gonzales,DEM,0,0
San Patricio County,11/6/2018,General Election,,,101-MISD,4,County Treasurer,Denise Janak,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,County Surveyor,Julius Petrus,REP,4,1
San Patricio County,11/6/2018,General Election,,,101-MISD,4,"Justice of the Peace, Precinct No. 2","Daniel ""Danny"" Garza",DEM,0,0
Mathis Independent School District,11/6/2018,Special Election,,,101-MISD,4,Mathis ISD Proposition A,For,,0,1
Mathis Independent School District,11/6/2018,Special Election,,,101-MISD,4,Mathis ISD Proposition A,Against,,3,0
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Straight-Party,Republican Party,REP,61,61
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Straight-Party,Democratic Party,DEM,7,9
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Straight-Party,Libertarian Party,LIB,0,0
San Patricio County,11/6/2018,General Election,,,103-MISD,387,United States Senator,Ted Cruz,REP,84,77
San Patricio County,11/6/2018,General Election,,,103-MISD,387,United States Senator,Beto O'Rourke,DEM,15,11
San Patricio County,11/6/2018,General Election,,,103-MISD,387,United States Senator,Neal M. Dikeman,LIB,1,0
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"United States Representative, District No. 27",Michael Cloud,REP,83,73
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"United States Representative, District No. 27",Eric Holguin,DEM,16,12
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"United States Representative, District No. 27",Daniel Tinus,LIB,0,0
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"United States Representative, District No. 27",James Duerr,IND,1,3
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Governor,Greg Abbott,REP,86,79
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Governor,Lupe Valdez,DEM,14,9
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Governor,Mark Jay Tippetts,LIB,0,0
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Lieutenant Governor,Dan Patrick,REP,81,74
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Lieutenant Governor,Mike Collier,DEM,17,14
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Lieutenant Governor,Kerry Douglas McKennon,LIB,2,0
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Attorney General,Ken Paxton,REP,82,75
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Attorney General,Justin Nelson,DEM,16,12
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Attorney General,Michael Ray Harris,LIB,2,1
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Comptroller of Public Accounts,Glenn Hegar,REP,83,76
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Comptroller of Public Accounts,Joi Chevalier,DEM,16,9
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Comptroller of Public Accounts,Ben Sanders,LIB,1,1
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Commissioner of the General Land Office,George P. Bush,REP,73,75
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Commissioner of the General Land Office,Miguel Suazo,DEM,19,12
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Commissioner of the General Land Office,Matt Pina,LIB,7,1
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Commissioner of Agriculture,Sid Miller,REP,84,75
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Commissioner of Agriculture,Kim Olson,DEM,16,13
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Commissioner of Agriculture,Richard Carpenter,LIB,0,0
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Railroad Commissioner,Christi Craddick,REP,82,78
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Railroad Commissioner,Roman McAllen,DEM,16,10
San Patricio County,11/6/2018,General Election,,,103-MISD,387,Railroad Commissioner,Mike Wright,LIB,2,0
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,85,77
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,15,11
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, Supreme Court, Place 4",John Devine,REP,82,77
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,17,11
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, Supreme Court, Place 6",Jeff Brown,REP,83,76
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,17,12
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,79,76
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,18,11
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,3,0
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,83,76
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,17,11
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,85,79
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,10,2
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,83,76
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,16,12
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"State Representative, District No. 43",J.M. Lozano,REP,83,78
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,16,9
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,80,75
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,19,12
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,82,76
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,18,11
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,81,78
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,18,10
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,82,77
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,17,11
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"District Judge, 36th Judicial District",Starr Bauer,REP,88,79
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,87,77
San Patricio County,11/6/2018,General Election,,,103-MISD,387,County Judge,David R. Krebs,REP,87,78
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Judge, County Court-at-Law",Elizabeth Welborn,REP,87,78
San Patricio County,11/6/2018,General Election,,,103-MISD,387,District Clerk,Heather Marks,REP,88,78
San Patricio County,11/6/2018,General Election,,,103-MISD,387,County Clerk,Gracie Alaniz-Gonzales,DEM,36,21
San Patricio County,11/6/2018,General Election,,,103-MISD,387,County Treasurer,Denise Janak,REP,88,78
San Patricio County,11/6/2018,General Election,,,103-MISD,387,County Surveyor,Julius Petrus,REP,86,78
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Justice of the Peace, Precinct No. 5",Nere Villarreal,DEM,35,19
San Patricio County,11/6/2018,General Election,,,103-MISD,387,"Constable, Precinct No. 5 
Unexpired Term",Valde Ramirez,DEM,35,20
Mathis Independent School District,11/6/2018,Special Election,,,103-MISD,387,Mathis ISD Proposition A,For,,28,28
Mathis Independent School District,11/6/2018,Special Election,,,103-MISD,387,Mathis ISD Proposition A,Against,,62,47
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Straight-Party,Republican Party,REP,55,67
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Straight-Party,Democratic Party,DEM,164,231
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Straight-Party,Libertarian Party,LIB,0,2
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,United States Senator,Ted Cruz,REP,87,95
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,United States Senator,Beto O'Rourke,DEM,201,252
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,United States Senator,Neal M. Dikeman,LIB,1,1
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,"United States Representative, District No. 34",Rey Gonzalez,REP,79,92
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,"United States Representative, District No. 34",Filemon B. Vela,DEM,207,258
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Governor,Greg Abbott,REP,110,111
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Governor,Lupe Valdez,DEM,175,236
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Governor,Mark Jay Tippetts,LIB,2,3
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Lieutenant Governor,Dan Patrick,REP,81,88
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Lieutenant Governor,Mike Collier,DEM,203,254
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,7
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Attorney General,Ken Paxton,REP,85,85
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Attorney General,Justin Nelson,DEM,199,258
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Attorney General,Michael Ray Harris,LIB,1,7
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Comptroller of Public Accounts,Glenn Hegar,REP,85,90
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Comptroller of Public Accounts,Joi Chevalier,DEM,196,253
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Comptroller of Public Accounts,Ben Sanders,LIB,4,5
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Commissioner of the General Land Office,George P. Bush,REP,82,96
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Commissioner of the General Land Office,Miguel Suazo,DEM,194,247
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Commissioner of the General Land Office,Matt Pina,LIB,8,7
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Commissioner of Agriculture,Sid Miller,REP,81,86
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Commissioner of Agriculture,Kim Olson,DEM,199,257
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Commissioner of Agriculture,Richard Carpenter,LIB,5,5
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Railroad Commissioner,Christi Craddick,REP,82,90
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Railroad Commissioner,Roman McAllen,DEM,198,252
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,Railroad Commissioner,Mike Wright,LIB,5,5
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,84,89
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,201,258
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,"Justice, Supreme Court, Place 4",John Devine,REP,88,92
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,196,255
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,"Justice, Supreme Court, Place 6",Jeff Brown,REP,85,86
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,199,260
San Patricio County,11/6/2018,General Election,,,105-MISD,1907,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,79,87
