political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,partycode,early_votes,election_votes
Randall County,11/6/2018,General Election,21,11,429,4446,Attorney General,Michael Ray Harris,LIB,49,18
Randall County,11/6/2018,General Election,21,11,429,4446,Comptroller of Public Accounts,Glenn Hegar,REP,1373,332
Randall County,11/6/2018,General Election,21,11,429,4446,Comptroller of Public Accounts,Joi Chevalier,DEM,399,124
Randall County,11/6/2018,General Election,21,11,429,4446,Comptroller of Public Accounts,Ben Sanders,LIB,53,20
Randall County,11/6/2018,General Election,21,11,429,4446,Commissioner of the General Land Office,George P. Bush,REP,1365,334
Randall County,11/6/2018,General Election,21,11,429,4446,Commissioner of the General Land Office,Miguel Suazo,DEM,390,119
Randall County,11/6/2018,General Election,21,11,429,4446,Commissioner of the General Land Office,Matt Pina,LIB,77,24
Randall County,11/6/2018,General Election,21,11,429,4446,Commissioner of Agriculture,Sid Miller,REP,1318,313
Randall County,11/6/2018,General Election,21,11,429,4446,Commissioner of Agriculture,Kim Olson,DEM,448,140
Randall County,11/6/2018,General Election,21,11,429,4446,Commissioner of Agriculture,Richard Carpenter,LIB,55,18
Randall County,11/6/2018,General Election,21,11,429,4446,Railroad Commissioner,Christi Craddick,REP,1396,335
Randall County,11/6/2018,General Election,21,11,429,4446,Railroad Commissioner,Roman McAllen,DEM,390,129
Randall County,11/6/2018,General Election,21,11,429,4446,Railroad Commissioner,Mike Wright,LIB,45,11
Randall County,11/6/2018,General Election,21,11,429,4446,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1390,331
Randall County,11/6/2018,General Election,21,11,429,4446,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,442,140
Randall County,11/6/2018,General Election,21,11,429,4446,"Justice, Supreme Court, Place 4",John Devine,REP,1394,338
Randall County,11/6/2018,General Election,21,11,429,4446,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,431,135
Randall County,11/6/2018,General Election,21,11,429,4446,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1383,335
Randall County,11/6/2018,General Election,21,11,429,4446,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,446,138
Randall County,11/6/2018,General Election,21,11,429,4446,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1366,321
Randall County,11/6/2018,General Election,21,11,429,4446,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,417,139
Randall County,11/6/2018,General Election,21,11,429,4446,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,51,15
Randall County,11/6/2018,General Election,21,11,429,4446,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1399,331
Randall County,11/6/2018,General Election,21,11,429,4446,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,426,140
Randall County,11/6/2018,General Election,21,11,429,4446,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1462,352
Randall County,11/6/2018,General Election,21,11,429,4446,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,240,92
Randall County,11/6/2018,General Election,21,11,429,4446,"State Senator, District 31",Kel Seliger,REP,1477,367
Randall County,11/6/2018,General Election,21,11,429,4446,"State Senator, District 31",Jack B. Westbrook,LIB,255,91
Randall County,11/6/2018,General Election,21,11,429,4446,"State Representative, District 86",John Smithee,REP,1431,346
Randall County,11/6/2018,General Election,21,11,429,4446,"State Representative, District 86",Mike Purcell,DEM,404,133
Randall County,11/6/2018,General Election,21,11,429,4446,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,1539,391
Randall County,11/6/2018,General Election,21,11,429,4446,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,1547,389
Randall County,11/6/2018,General Election,21,11,429,4446,"District Judge, 47th Judicial District",Dan L. Schaap,REP,1528,389
Randall County,11/6/2018,General Election,21,11,429,4446,"District Judge, 181st Judicial District",John B. Board,REP,1543,391
Randall County,11/6/2018,General Election,21,11,429,4446,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,1545,393
Randall County,11/6/2018,General Election,21,11,429,4446,Criminal District Attorney,Robert Love,REP,1524,385
Randall County,11/6/2018,General Election,21,11,429,4446,County Judge,Ernie Houdashell,REP,1539,389
Randall County,11/6/2018,General Election,21,11,429,4446,"Judge, County Court at Law 1",James W. Anderson,REP,1526,384
Randall County,11/6/2018,General Election,21,11,429,4446,"Judge, County Court at Law 2",Matt Martindale,REP,1552,391
Randall County,11/6/2018,General Election,21,11,429,4446,District Clerk,Joel Forbis,REP,1522,384
Randall County,11/6/2018,General Election,21,11,429,4446,County Clerk,Susan Allen,REP,1519,387
Randall County,11/6/2018,General Election,21,11,429,4446,County Treasurer,Angie Parker,REP,1520,387
Randall County,11/6/2018,General Election,21,11,429,4446,"County Commissioner, Precinct 4",Buddy DeFord,REP,1523,383
Randall County,11/6/2018,General Election,21,11,429,4446,"Justice of the Peace, Precinct 4",Clay Houdashell,REP,1522,390
