political_subdivision,election_date,election_name,total_provisional_ballots,total_provisional_ballots_counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
,11/8/2022,General Election,116,29,13,3206,Governor,Mark Tippetts,LIB,6,2
,11/8/2022,General Election,116,29,13,3206,Governor,Delilah Barrios,GRN,2,1
,11/8/2022,General Election,116,29,13,3206,Governor,Jacqueline Abernathy,,3,0
,11/8/2022,General Election,116,29,13,3206,Governor,Mark V. Goloby,,0,0
,11/8/2022,General Election,116,29,13,3206,Governor,Rejected write-ins,,0,0
,11/8/2022,General Election,116,29,13,3206,Governor,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,13,3206,Lieutenant Governor,Dan Patrick,REP,333,116
,11/8/2022,General Election,116,29,13,3206,Lieutenant Governor,Mike Collier,DEM,484,140
,11/8/2022,General Election,116,29,13,3206,Lieutenant Governor,Shanna Steele,LIB,20,14
,11/8/2022,General Election,116,29,13,3206,Attorney General,Ken Paxton,REP,329,112
,11/8/2022,General Election,116,29,13,3206,Attorney General,Rochelle Mercedes Garza,DEM,498,152
,11/8/2022,General Election,116,29,13,3206,Attorney General,Mark Ash,LIB,12,7
,11/8/2022,General Election,116,29,13,3206,Comptroller of Public Accounts,Glenn Hegar,REP,319,106
,11/8/2022,General Election,116,29,13,3206,Comptroller of Public Accounts,Janet T. Dudding,DEM,454,130
,11/8/2022,General Election,116,29,13,3206,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,54,29
,11/8/2022,General Election,116,29,13,3206,Commissioner of the General Land Office,Dawn Buckingham,REP,315,109
,11/8/2022,General Election,116,29,13,3206,Commissioner of the General Land Office,Jay Kleberg,DEM,481,136
,11/8/2022,General Election,116,29,13,3206,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,17,16
,11/8/2022,General Election,116,29,13,3206,Commissioner of the General Land Office,Carrie Evelyn Menger,,6,1
,11/8/2022,General Election,116,29,13,3206,Commissioner of the General Land Office,Rejected write-ins,,2,0
,11/8/2022,General Election,116,29,13,3206,Commissioner of the General Land Office,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,13,3206,Commissioner of Agriculture,Sid Miller,REP,330,111
,11/8/2022,General Election,116,29,13,3206,Commissioner of Agriculture,Susan Hays,DEM,490,157
,11/8/2022,General Election,116,29,13,3206,Railroad Commissioner,Wayne Christian,REP,318,101
,11/8/2022,General Election,116,29,13,3206,Railroad Commissioner,Luke Warford,DEM,435,132
,11/8/2022,General Election,116,29,13,3206,Railroad Commissioner,Jaime Andres Diez,LIB,65,26
,11/8/2022,General Election,116,29,13,3206,Railroad Commissioner,Hunter Wayne Crow,GRN,4,8
,11/8/2022,General Election,116,29,13,3206,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,331,106
,11/8/2022,General Election,116,29,13,3206,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,473,147
,11/8/2022,General Election,116,29,13,3206,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,17,12
,11/8/2022,General Election,116,29,13,3206,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,335,118
,11/8/2022,General Election,116,29,13,3206,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,485,142
,11/8/2022,General Election,116,29,13,3206,"Justice, Supreme Court, Place 9",Evan Young,REP,312,104
,11/8/2022,General Election,116,29,13,3206,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,515,161
,11/8/2022,General Election,116,29,13,3206,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,329,112
,11/8/2022,General Election,116,29,13,3206,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,493,155
,11/8/2022,General Election,116,29,13,3206,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,328,113
,11/8/2022,General Election,116,29,13,3206,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,490,149
,11/8/2022,General Election,116,29,13,3206,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",REP,308,102
,11/8/2022,General Election,116,29,13,3206,"Member, State Board of Education, District No. 1",Melissa N. Ortega,DEM,521,164
,11/8/2022,General Election,116,29,13,3206,"State Senator, District No. 19",Robert Garza,REP,318,108
,11/8/2022,General Election,116,29,13,3206,"State Senator, District No. 19",Roland Gutierrez,DEM,520,166
,11/8/2022,General Election,116,29,13,3206,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,REP,318,114
,11/8/2022,General Election,116,29,13,3206,"Justice, 4th Court of Appeals District, Place No. 6",Irene Rios,DEM,500,151
,11/8/2022,General Election,116,29,13,3206,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,REP,324,111
,11/8/2022,General Election,116,29,13,3206,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term","Rebecca ""Beckie"" Palomo",DEM,495,151
,11/8/2022,General Election,116,29,13,3206,County Judge,Patrick McGrew,REP,262,105
,11/8/2022,General Election,116,29,13,3206,County Judge,Bill Mitchell,DEM,593,176
,11/8/2022,General Election,116,29,13,3206,County Clerk,Donna M. Williams,REP,320,120
,11/8/2022,General Election,116,29,13,3206,County Clerk,Valerie Del Toro Romero,DEM,540,154
,11/8/2022,General Election,116,29,13,3206,"County Commissioner,  Precinct No. 2",Mariano Pargas Jr.,DEM,328,99
,11/8/2022,General Election,116,29,13,3206,"County Commissioner,  Precinct No. 2",Diana Olvedo-Karau,,34,9
,11/8/2022,General Election,116,29,13,3206,"County Commissioner,  Precinct No. 2",Javier J. Cazares,,108,27
,11/8/2022,General Election,116,29,13,3206,"County Commissioner,  Precinct No. 2",Julio Valdez,,256,104
,11/8/2022,General Election,116,29,13,3206,"County Commissioner,  Precinct No. 2",Rejected write-ins,,21,3
,11/8/2022,General Election,116,29,13,3206,"County Commissioner,  Precinct No. 2",Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,13,3206,"Justice of the Peace, Precinct No. 6",Robert A. Moss,REP,338,105
,11/8/2022,General Election,116,29,13,3206,"Justice of the Peace, Precinct No. 6",Neto Luna,DEM,530,169
,11/8/2022,General Election,116,29,14,116,"United States Representative, District No. 23",Tony Gonzales,REP,24,38
,11/8/2022,General Election,116,29,14,116,"United States Representative, District No. 23",John Lira,DEM,5,5
,11/8/2022,General Election,116,29,14,116,"United States Representative, District No. 23",Frank Lopez Jr.,IND,3,4
,11/8/2022,General Election,116,29,14,116,Governor,Greg Abbott,REP,27,41
,11/8/2022,General Election,116,29,14,116,Governor,Beto O'Rourke,DEM,4,5
,11/8/2022,General Election,116,29,14,116,Governor,Mark Tippetts,LIB,0,1
,11/8/2022,General Election,116,29,14,116,Governor,Delilah Barrios,GRN,1,0
,11/8/2022,General Election,116,29,14,116,Governor,Jacqueline Abernathy,,0,0
,11/8/2022,General Election,116,29,14,116,Governor,Mark V. Goloby,,0,0
,11/8/2022,General Election,116,29,14,116,Governor,Rejected write-ins,,0,0
,11/8/2022,General Election,116,29,14,116,Governor,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,14,116,Lieutenant Governor,Dan Patrick,REP,27,41
,11/8/2022,General Election,116,29,14,116,Lieutenant Governor,Mike Collier,DEM,5,5
,11/8/2022,General Election,116,29,14,116,Lieutenant Governor,Shanna Steele,LIB,0,1
,11/8/2022,General Election,116,29,14,116,Attorney General,Ken Paxton,REP,27,40
,11/8/2022,General Election,116,29,14,116,Attorney General,Rochelle Mercedes Garza,DEM,5,6
,11/8/2022,General Election,116,29,14,116,Attorney General,Mark Ash,LIB,0,1
,11/8/2022,General Election,116,29,14,116,Comptroller of Public Accounts,Glenn Hegar,REP,25,40
,11/8/2022,General Election,116,29,14,116,Comptroller of Public Accounts,Janet T. Dudding,DEM,5,6
,11/8/2022,General Election,116,29,14,116,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,1,1
,11/8/2022,General Election,116,29,14,116,Commissioner of the General Land Office,Dawn Buckingham,REP,26,37
,11/8/2022,General Election,116,29,14,116,Commissioner of the General Land Office,Jay Kleberg,DEM,3,9
,11/8/2022,General Election,116,29,14,116,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,2,1
,11/8/2022,General Election,116,29,14,116,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
,11/8/2022,General Election,116,29,14,116,Commissioner of the General Land Office,Rejected write-ins,,0,0
,11/8/2022,General Election,116,29,14,116,Commissioner of the General Land Office,Unassigned write-ins,,0,0
,11/8/2022,General Election,116,29,14,116,Commissioner of Agriculture,Sid Miller,REP,26,40
,11/8/2022,General Election,116,29,14,116,Commissioner of Agriculture,Susan Hays,DEM,5,6
,11/8/2022,General Election,116,29,14,116,Railroad Commissioner,Wayne Christian,REP,26,40
,11/8/2022,General Election,116,29,14,116,Railroad Commissioner,Luke Warford,DEM,3,5
,11/8/2022,General Election,116,29,14,116,Railroad Commissioner,Jaime Andres Diez,LIB,0,0
,11/8/2022,General Election,116,29,14,116,Railroad Commissioner,Hunter Wayne Crow,GRN,2,2
,11/8/2022,General Election,116,29,14,116,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,26,41
,11/8/2022,General Election,116,29,14,116,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,5,5
,11/8/2022,General Election,116,29,14,116,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,1
,11/8/2022,General Election,116,29,14,116,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,26,40
,11/8/2022,General Election,116,29,14,116,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,5,7
,11/8/2022,General Election,116,29,14,116,"Justice, Supreme Court, Place 9",Evan Young,REP,26,40
,11/8/2022,General Election,116,29,14,116,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,5,7
,11/8/2022,General Election,116,29,14,116,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,25,39
,11/8/2022,General Election,116,29,14,116,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,6,8
,11/8/2022,General Election,116,29,14,116,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,26,41
,11/8/2022,General Election,116,29,14,116,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,5,6
,11/8/2022,General Election,116,29,14,116,"Member, State Board of Education, District No. 1","Michael ""Travis"" Stevens",REP,25,41
,11/8/2022,General Election,116,29,14,116,"Member, State Board of Education, District No. 1",Melissa N. Ortega,DEM,6,6
,11/8/2022,General Election,116,29,14,116,"State Senator, District No. 19",Robert Garza,REP,25,41
,11/8/2022,General Election,116,29,14,116,"State Senator, District No. 19",Roland Gutierrez,DEM,7,6
,11/8/2022,General Election,116,29,14,116,"Justice, 4th Court of Appeals District, Place No. 6",Todd McCray,REP,26,42
,11/8/2022,General Election,116,29,14,116,"Justice, 4th Court of Appeals District, Place No. 6",Irene Rios,DEM,5,4
,11/8/2022,General Election,116,29,14,116,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",Lori I. Valenzuela,REP,26,40
,11/8/2022,General Election,116,29,14,116,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term","Rebecca ""Beckie"" Palomo",DEM,5,7
,11/8/2022,General Election,116,29,14,116,County Judge,Patrick McGrew,REP,11,23
,11/8/2022,General Election,116,29,14,116,County Judge,Bill Mitchell,DEM,21,24
,11/8/2022,General Election,116,29,14,116,County Clerk,Donna M. Williams,REP,22,35
,11/8/2022,General Election,116,29,14,116,County Clerk,Valerie Del Toro Romero,DEM,10,12
,11/8/2022,General Election,116,29,14,116,"County Commissioner,  Precinct No. 4",Jose F. Suarez,REP,24,43
,11/8/2022,General Election,116,29,14,116,"County Commissioner,  Precinct No. 4","Ronald ""Ronnie"" Garza",DEM,8,4
